tag,output,loss,threshold,accuracy(%)
1,1,0.9494234,1.0569524727761745,86.36363636363636
1,1,0.9526797,1.0569524727761745,86.36363636363636
1,1,0.94510835,1.0569524727761745,86.36363636363636
1,1,0.9481446,1.0569524727761745,86.36363636363636
1,1,0.95351934,1.0569524727761745,86.36363636363636
1,1,0.96984786,1.0569524727761745,86.36363636363636
1,1,0.96363395,1.0569524727761745,86.36363636363636
1,1,0.9611103,1.0569524727761745,86.36363636363636
1,1,0.98024595,1.0569524727761745,86.36363636363636
1,1,0.96867335,1.0569524727761745,86.36363636363636
1,1,0.96803993,1.0569524727761745,86.36363636363636
1,1,0.93943304,1.0569524727761745,86.36363636363636
1,1,0.9864724,1.0569524727761745,86.36363636363636
1,1,0.98826706,1.0569524727761745,86.36363636363636
1,1,0.9738816,1.0569524727761745,86.36363636363636
1,1,0.9840101,1.0569524727761745,86.36363636363636
1,1,0.9729804,1.0569524727761745,86.36363636363636
1,1,0.9770621,1.0569524727761745,86.36363636363636
1,1,0.97515917,1.0569524727761745,86.36363636363636
1,1,0.9768879,1.0569524727761745,86.36363636363636
1,1,0.9518915,1.0569524727761745,86.36363636363636
1,1,0.9697032,1.0569524727761745,86.36363636363636
1,1,0.93474257,1.0569524727761745,86.36363636363636
1,1,0.97765034,1.0569524727761745,86.36363636363636
1,1,0.9787006,1.0569524727761745,86.36363636363636
1,1,0.9800762,1.0569524727761745,86.36363636363636
1,1,0.9771742,1.0569524727761745,86.36363636363636
1,1,0.9866287,1.0569524727761745,86.36363636363636
1,1,0.986578,1.0569524727761745,86.36363636363636
1,1,0.9509229,1.0569524727761745,86.36363636363636
1,1,0.94749105,1.0569524727761745,86.36363636363636
1,1,0.9656916,1.0569524727761745,86.36363636363636
1,1,0.9835505,1.0569524727761745,86.36363636363636
1,1,0.9627614,1.0569524727761745,86.36363636363636
1,1,1.0176537,1.0569524727761745,86.36363636363636
1,1,0.95241624,1.0569524727761745,86.36363636363636
1,1,0.94563246,1.0569524727761745,86.36363636363636
1,1,0.9502495,1.0569524727761745,86.36363636363636
1,1,0.96561015,1.0569524727761745,86.36363636363636
1,1,0.96345955,1.0569524727761745,86.36363636363636
1,1,0.8734948,1.0569524727761745,86.36363636363636
1,1,0.95797974,1.0569524727761745,86.36363636363636
1,1,0.9680199,1.0569524727761745,86.36363636363636
1,1,0.9610629,1.0569524727761745,86.36363636363636
1,1,0.96047366,1.0569524727761745,86.36363636363636
1,1,0.99291617,1.0569524727761745,86.36363636363636
1,1,1.021937,1.0569524727761745,86.36363636363636
1,1,0.99130094,1.0569524727761745,86.36363636363636
1,1,0.99549085,1.0569524727761745,86.36363636363636
1,1,0.9960836,1.0569524727761745,86.36363636363636
1,1,1.0026686,1.0569524727761745,86.36363636363636
1,1,0.974147,1.0569524727761745,86.36363636363636
